Maria,4
Johanna,4
Anna,4
Cornelia,4
Wilhelmina,4
Hendrika,4
Elisabeth,4
Catharina,4
Adriana,4
Petronella,4
Margaretha,4
Geertruida,4
Jacoba,4
Helena,4
Christina,4
Antonia,4
Elisabetha,4
Aleida,4
Alida,4
Anneke,4
Barbara,4
Beatrix,4
Bertha,4
Charlotte,4
Dina,4
Dorothea,4
Eefje,4
Eva,4
Francina,4
Frederika,4
Geertje,4
Gerarda,4
Grietje,4
Hendrina,4
Henriëtte,4
Ida,2
Jacomina,2
Jansje,2
Jantje,2
Judith,2
Klazina,2
Lamberta,2
Lena,2
Maaike,2
Magdalena,2
Margriet,2
Martha,2
Neeltje,2
Rika,2
Roos,2
Sara,2
Sophia,2
Susanna,2
Theodora,2
Trijntje,2
Agnes,2
Aletta,2
Amalia,2
Anke,2
Annemarie,2
Brechtje,2
Cato,2
Clara,2
Dieuwertje,2
Doutzen,2
Elise,1
Emma,1
Femke,1
Fenne,1
Fleur,1
Floor,1
Frederique,1
Hanneke,1
Ilse,1
Inge,1
Iris,1
Janna,1
Karin,1
Katelijne,1
Laura,1
Lieke,1
Lotte,1
Marieke,1
Marijke,1
Marit,1
Nienke,1
Noortje,1
Paulien,1
Renske,1
Sanne,1
Saskia,1
Sietske,1
Sophie,1
Tess,1
Vera,1
Willemijn,1
Yvonne,1
Geeske,1
Janke,1
Tineke,1
